date,HUFL,HULL,MUFL,MULL,LUFL,LULL,Target
2016-7-1 9:45,35.51800156,9.298000336,34.06999969,7.827000141,1.269000053,0,27.67550087
2016-7-1 10:00,35.93600082,9.550000191,34.25799942,8.041999817,1.269000053,0,27.45599937
2016-7-1 10:15,35.93600082,9.885000229,34.44499969,8.203000069,1.269000053,0,27.45599937
2016-7-1 10:30,35.76900101,8.963000298,33.85599899,7.506000042,1.269000053,0,27.45599937
2016-7-1 10:45,36.10400009,9.298000336,34.15100098,7.827000141,1.269000053,0,27.45599937
2016-7-1 11:00,35.76900101,9.465999603,33.93600082,7.907999992,1.269000053,0,27.45599937
2016-7-1 11:15,39.11999893,11.81099987,37.63499832,10.02499962,1.269000053,0,27.45599937
2016-7-1 11:30,40.45999908,12.98400021,38.94900131,11.1239996,1.269000053,0,27.23649979
2016-7-1 11:45,41.13000107,13.40299988,39.72600174,11.4460001,1.269000053,0,27.23649979
2016-7-1 12:00,40.20899963,12.98400021,38.76100159,11.09799957,1.343000054,0,27.23649979
2016-7-1 12:15,39.87400055,13.15200043,38.52000046,11.25800037,1.343000054,0,27.23649979
2016-7-1 12:30,40.29199982,13.15200043,38.7879982,11.28499985,1.289999962,0,26.79700089
2016-7-1 12:45,39.62200165,13.06799984,38.4129982,11.31200027,1.289999962,0,26.57699966
2016-7-1 13:00,37.02500153,11.89500046,35.73199844,10.42700005,1.386000037,0,26.57699966
2016-7-1 13:15,38.86800003,12.89999962,37.84999847,11.15100002,1.258000016,0,26.79700089
2016-7-1 13:30,39.87400055,13.15200043,38.57300186,11.36600018,1.279000044,0,26.79700089
2016-7-1 13:45,40.125,13.31900024,38.86800003,11.71399975,1.503000021,0,26.79700089
2016-7-1 14:00,39.95700073,13.31900024,38.57300186,11.41899967,1.289999962,0,26.79700089
2016-7-1 14:15,37.77899933,12.64900017,36.66999817,10.96399975,1.215000033,0,26.79700089
2016-7-1 14:30,39.28699875,12.89999962,37.8769989,11.0710001,1.279000044,0,26.79700089
2016-7-1 14:45,39.87400055,13.23499966,38.59999847,11.41899967,1.546000004,0,26.79700089
2016-7-1 15:00,40.29199982,13.48700047,39.05599976,11.875,1.269000053,0,26.79700089
2016-7-1 15:15,39.5379982,13.56999969,38.30500031,11.76799965,1.236999989,0,26.79700089
2016-7-1 15:30,39.95700073,13.40299988,38.70800018,11.47299957,1.375,0,26.79700089
2016-7-1 15:45,36.68999863,11.97900009,35.33000183,10.40100002,1.493000031,0,26.79700089
2016-7-1 16:00,40.87900162,13.56999969,39.45800018,11.84799957,1.493000031,0,26.79700089
2016-7-1 16:15,42.3030014,14.15699959,40.3429985,12.17000008,1.493000031,0,26.57749939
2016-7-1 16:30,38.03099823,11.64400005,35.89300156,9.704000473,1.493000031,0,26.57749939
2016-7-1 16:45,38.36600113,11.47599983,35.8390007,9.409000397,2.707999945,0,26.57749939
2016-7-1 17:00,42.13499832,13.40299988,39.24399948,11.28499985,2.707999945,0,26.57749939
2016-7-1 17:15,42.97299957,14.07299995,39.69900131,11.60700035,2.707999945,0,26.57749939
2016-7-1 17:30,43.55899811,14.40799999,39.99399948,11.90200043,2.707999945,0,26.57749939
2016-7-1 17:45,43.89400101,14.57600021,40.15499878,11.95499992,2.707999945,0,26.57749939
2016-7-1 18:00,42.72200012,13.98900032,39.37799835,11.60700035,2.707999945,0,26.57749939
2016-7-1 18:15,41.54899979,13.40299988,39.59199905,11.47299957,2.707999945,0,26.57749939
2016-7-1 18:30,41.63299942,12.81599998,38.70800018,10.69499969,2.707999945,0,26.35750008
2016-7-1 18:45,41.38100052,12.89999962,38.49300003,10.77600002,2.707999945,0,26.13750076
2016-7-1 19:00,37.36100006,10.47099972,34.47200012,8.604999542,2.707999945,0,26.13750076
2016-7-1 19:15,37.44400024,10.13599968,34.33800125,8.175999641,2.707999945,0,26.13750076
2016-7-1 19:30,37.44400024,9.885000229,34.25799942,7.827000141,2.707999945,0,26.13750076
2016-7-1 19:45,37.86299896,10.63899994,34.41899872,8.496999741,2.707999945,0,26.13750076
2016-7-1 20:00,41.13000107,12.64900017,37.76900101,10.40100002,2.707999945,0,26.13750076
2016-7-1 20:15,38.44900131,11.3920002,36.64300156,9.649999619,2.707999945,0,26.13750076
2016-7-1 20:30,39.28699875,11.64400005,36.64300156,9.623000145,2.707999945,0,26.13750076
2016-7-1 20:45,39.62200165,11.30900002,36.48300171,9.409000397,2.707999945,0,26.13750076
2016-7-1 21:00,36.52299881,10.47099972,33.50699997,8.496999741,2.707999945,0,25.69849968
2016-7-1 21:15,38.61700058,11.30900002,35.54399872,9.140999794,2.707999945,0,25.69849968
2016-7-1 21:30,39.45500183,11.89500046,36.56299973,9.704000473,2.707999945,0,25.69849968
2016-7-1 21:45,35.60100174,10.05200005,32.43500137,8.095000267,2.707999945,0,25.91799927
2016-7-1 22:00,36.10400009,10.38700008,34.12400055,9.006999969,2.707999945,0,25.91799927
2016-7-1 22:15,36.43899918,10.55500031,33.99000168,8.845999718,2.707999945,0,25.91799927
2016-7-1 22:30,33.25600052,9.465999603,30.90699959,7.881000042,2.707999945,0,25.91799927
2016-7-1 22:45,33.17200089,9.298000336,30.39800072,7.612999916,2.707999945,0,25.91799927
2016-7-1 23:00,36.43899918,10.63899994,33.47999954,8.925999641,2.707999945,0,25.91799927
2016-7-1 23:15,35.85300064,10.55500031,33.07799911,8.68500042,2.707999945,0,25.91799927
2016-7-1 23:30,33.17200089,9.633000374,30.23699951,7.800000191,2.707999945,0,25.91799927
2016-7-1 23:45,32.16699982,9.298000336,30.37100029,7.881000042,2.601000071,0,25.91799927
2016-7-2 0:00,35.60100174,11.47599983,33.69499969,9.890999794,1.534999967,0,25.91799927
2016-7-2 0:15,35.68500137,11.05700016,33.66799927,9.48900032,1.534999967,0,25.91799927
2016-7-2 0:30,32.66999817,9.885000229,30.69300079,8.416999817,1.534999967,0,25.91799927
2016-7-2 0:45,31.41300011,9.381999969,30.77300072,8.390000343,0,0,26.13800049
2016-7-2 1:00,32.92100143,9.968000412,32.27399826,8.819000244,0,0,26.35750008
2016-7-2 1:15,33.5909996,10.05200005,31.63100052,8.524000168,1.215000033,0,26.35750008
2016-7-2 1:30,32.8370018,10.13599968,32.30099869,9.034000397,0,0,26.35750008
2016-7-2 1:45,32.66999817,10.13599968,30.45100021,8.362999916,1.322000027,0,26.13750076
2016-7-2 2:00,31.32900047,9.550000191,30.34399986,8.496999741,0,0,26.13750076
2016-7-2 2:15,33.34000015,10.47099972,32.86399841,9.194000244,0,0,25.91799927
2016-7-2 2:30,33.50699997,10.05200005,32.06000137,8.925999641,1.225999951,0,25.69849968
2016-7-2 2:45,29.98900032,8.963000298,29.11100006,7.907999992,0,0,25.69849968
2016-7-2 3:00,30.6590004,9.213999748,29.83499908,8.255999565,0,0,25.69849968
2016-7-2 3:15,32.8370018,9.968000412,32.03300095,8.873000145,0,0,25.69849968
2016-7-2 3:30,33.17200089,10.22000027,32.38100052,8.791999817,0,0,25.69849968
2016-7-2 3:45,33.50699997,10.13599968,32.24700165,8.68500042,1.215000033,0,25.69849968
2016-7-2 4:00,30.82699966,9.130999565,29.75399971,8.015000343,1.215000033,0,25.69849968
2016-7-2 4:15,33.25600052,10.22000027,32.08599854,8.630999565,0,0,25.91799927
2016-7-2 4:30,32.92100143,9.885000229,31.95199966,8.578000069,0,0,25.91799927
2016-7-2 4:45,30.15600014,8.628000259,29.11100006,7.532000065,0,0,25.91799927
2016-7-2 5:00,29.48600006,8.293000221,28.54800034,7.157000065,0,0,25.91799927
2016-7-2 5:15,31.58099937,8.208999634,30.50499916,7.077000141,0,0,25.91799927
2016-7-2 5:30,31.41300011,8.376999855,30.53199959,7.050000191,1.289999962,0,25.91799927
2016-7-2 5:45,31.91600037,8.376999855,30.63899994,7.077000141,1.289999962,0,25.91799927
2016-7-2 6:00,30.07299995,7.454999924,28.68199921,6.111999989,1.289999962,0,25.91799927
2016-7-2 6:15,32.08300018,7.958000183,30.96100044,6.782000065,1.215000033,0,25.91799927
2016-7-2 6:30,33.00500107,8.543999672,31.36300087,7.104000092,1.258000016,0,25.91799927
2016-7-2 6:45,30.82699966,7.874000072,29.00399971,6.326000214,1.258000016,0,25.91799927
2016-7-2 7:00,33.08800125,8.711999893,30.96100044,7.022999763,1.258000016,0,25.91799927
2016-7-2 7:15,32.08300018,8.208999634,29.56699944,6.513999939,2.483999968,0,25.47850037
2016-7-2 7:30,31.24500084,7.874000072,28.57500076,6.326000214,2.483999968,0,25.47850037
2016-7-2 7:45,31.58099937,8.208999634,28.89699936,6.433000088,2.483999968,0,25.47850037
2016-7-2 8:00,34.09400177,8.87899971,31.54999924,7.397999763,2.483999968,0,25.47850037
2016-7-2 8:15,34.51200104,9.465999603,32.27399826,7.827000141,2.483999968,0,25.47850037
2016-7-2 8:30,32.66999817,8.543999672,30.69300079,7.157000065,2.483999968,0,25.47850037
2016-7-2 8:45,33.00500107,8.711999893,30.71899986,7.077000141,2.483999968,0,25.69799995
2016-7-2 9:00,34.59600067,9.381999969,31.97900009,7.612999916,2.483999968,0,25.69799995
2016-7-2 9:15,33.92599869,8.87899971,31.14800072,7.237999916,2.483999968,0,25.69799995
2016-7-2 9:30,32.8370018,8.711999893,30.26399994,7.077000141,2.483999968,0,25.69799995
2016-7-2 9:45,30.15600014,7.789999962,27.26099968,6.218999863,2.483999968,0,25.91799927
2016-7-2 10:00,29.82099915,8.125,27.50300026,6.620999813,2.483999968,0,25.91799927
2016-7-2 10:15,30.6590004,7.623000145,28.01199913,6.138999939,2.483999968,0,25.91799927
2016-7-2 10:30,30.6590004,7.789999962,27.90500069,6.326000214,2.483999968,0,25.91799927
2016-7-2 10:45,32.8370018,8.376999855,29.70100021,6.540999889,2.483999968,0,25.91799927
2016-7-2 11:00,31.58099937,7.706999779,28.76300049,6.004000187,2.483999968,0,25.91799927
2016-7-2 11:15,31.32900047,7.539000034,28.60199928,5.869999886,2.483999968,0,25.91799927
2016-7-2 11:30,29.82099915,7.037000179,28.25300026,5.978000164,2.483999968,0,26.13800049
2016-7-2 11:45,29.40299988,6.366000175,27.28800011,5.092999935,2.483999968,0,26.35750008
2016-7-2 12:00,30.57500076,7.203999996,27.95800018,5.789999962,2.483999968,0,26.13750076
2016-7-2 12:15,29.65399933,6.701000214,27.02000046,5.388000011,2.483999968,0,26.13750076
2016-7-2 12:30,32.16699982,7.958000183,29.32500076,6.380000114,2.483999968,0,26.35750008
2016-7-2 12:45,29.73800087,6.701000214,26.6989994,5.254000187,2.483999968,0,26.35750008
2016-7-2 13:00,30.15600014,7.203999996,27.39500046,5.521999836,2.483999968,0,26.35750008
2016-7-2 13:15,29.65399933,6.449999809,27.02000046,5.173999786,2.483999968,0,26.35750008
2016-7-2 13:30,29.65399933,6.701000214,26.77899933,5.308000088,2.483999968,0,26.35750008
2016-7-2 13:45,29.73800087,6.868999958,26.72500038,5.173999786,2.483999968,0,26.35750008
2016-7-2 14:00,29.31900024,6.449999809,26.40399933,4.879000187,2.483999968,0,26.57749939
2016-7-2 14:15,31.83200073,7.874000072,28.46800041,5.869999886,2.483999968,0,26.79700089
2016-7-2 14:30,34.34500122,8.795999527,31.38999939,6.861999989,2.483999968,0,26.79700089
2016-7-2 14:45,32.16699982,7.539000034,29.43300056,5.896999836,2.483999968,0,27.23649979
2016-7-2 15:00,30.90999985,7.454999924,27.8239994,5.736000061,2.483999968,0,27.45599937
2016-7-2 15:15,31.91600037,8.208999634,28.78899956,6.298999786,2.483999968,0,27.45599937
2016-7-2 15:30,30.82699966,7.623000145,27.55599976,5.869999886,3.698999882,0,27.45599937
2016-7-2 15:45,31.74799919,8.376999855,28.22599983,6.218999863,3.698999882,0,27.6760006
2016-7-2 16:00,32.33399963,8.711999893,28.36000061,6.620999813,3.881000042,1.225999951,27.6760006
2016-7-2 16:15,34.26100159,9.381999969,30.47800064,7.237999916,3.881000042,1.225999951,27.6760006
2016-7-2 16:30,34.93099976,9.800999641,31.28199959,8.015000343,2.548000097,0,27.89550018
2016-7-2 16:45,31.91600037,8.125,27.79800034,6.058000088,3.763000011,1.215000033,28.1154995
2016-7-2 17:00,32.16699982,7.706999779,28.36000061,5.736000061,3.763000011,0,28.1154995
2016-7-2 17:15,33.34000015,8.125,29.54000092,6.031000137,3.763000011,0,28.33499908
2016-7-2 17:30,33.50699997,8.963000298,29.62000084,6.94299984,3.763000011,0,28.33499908
2016-7-2 17:45,31.16200066,7.203999996,28.54800034,5.896999836,2.483999968,0,28.55450058
2016-7-2 18:00,31.83200073,7.539000034,28.95000076,5.789999962,3.753000021,0,28.55450058
2016-7-2 18:15,33.17200089,9.130999565,29.32500076,6.995999813,3.753000021,0,28.77449989
2016-7-2 18:30,36.52299881,10.55500031,32.40800095,8.175999641,3.753000021,1.215000033,28.77449989
2016-7-2 18:45,33.00500107,9.130999565,28.81599998,6.861999989,3.753000021,1.225999951,28.77449989
2016-7-2 19:00,32.25099945,8.293000221,27.8239994,5.978000164,3.753000021,1.225999951,28.77449989
2016-7-2 19:15,31.58099937,7.539000034,28.22599983,5.548999786,3.753000021,0,28.99399948
2016-7-2 19:30,32.58599854,8.208999634,28.30699921,5.869999886,3.753000021,1.470999956,29.21349907
2016-7-2 19:45,30.40800095,6.868999958,27.18099976,5.146999836,3.753000021,0,29.43350029
2016-7-2 20:00,31.91600037,7.539000034,27.42200089,5.388000011,5.043000221,1.236999989,29.6534996
2016-7-2 20:15,31.83200073,7.539000034,27.53000069,5.119999886,3.826999903,1.481999993,29.6534996
2016-7-2 20:30,31.07799911,6.868999958,27.18099976,4.852000237,5.043000221,1.481999993,29.6534996
2016-7-2 20:45,32.41799927,9.298000336,27.31500053,5.361000061,3.826999903,1.481999993,29.43350029
2016-7-2 21:00,31.32900047,8.376999855,28.68199921,6.593999863,3.604000092,0,29.21349907
2016-7-2 21:15,39.11999893,10.72200012,35.49100113,8.416999817,3.667999983,0,28.77449989
2016-7-2 21:30,40.04100037,10.80599976,35.73199844,8.203000069,3.667999983,1.225999951,28.33499908
2016-7-2 21:45,39.87400055,10.80599976,34.9280014,7.907999992,4.882999897,1.588999987,28.33499908
2016-7-2 22:00,36.10400009,9.550000191,32.51499939,7.157000065,4.882999897,1.588999987,27.89550018
2016-7-2 22:15,36.68999863,10.13599968,31.9260006,7.559000015,4.808000088,1.246999979,27.89550018
2016-7-2 22:30,35.01499939,9.550000191,31.54999924,7.665999889,3.433000088,0,27.67550087
2016-7-2 22:45,34.51200104,9.213999748,32.35499954,7.747000217,2.196000099,0,27.45599937
2016-7-2 23:00,36.02000046,10.05200005,32.56900024,7.907999992,3.433000088,0,27.23649979
2016-7-2 23:15,38.2820015,11.22500038,34.04299927,8.845999718,3.433000088,1.215000033,27.23649979
2016-7-2 23:30,38.44900131,11.30900002,34.15100098,8.524000168,3.433000088,1.215000033,27.23649979
2016-7-2 23:45,35.01499939,9.213999748,32.16699982,7.506000042,3.433000088,0,27.23649979
2016-7-3 0:00,36.35499954,9.968000412,32.51499939,7.827000141,3.433000088,0,27.67550087
2016-7-3 0:15,35.43399811,9.885000229,32.97100067,8.121999741,3.433000088,0,27.67550087
2016-7-3 0:30,35.60100174,9.800999641,32.08599854,7.69299984,3.433000088,0,28.1154995
2016-7-3 0:45,35.26599884,9.885000229,32.22100067,7.827000141,3.433000088,0,28.1154995
2016-7-3 1:00,35.18299866,12.06299973,31.38999939,9.784000397,3.433000088,1.322000027,28.55450058
2016-7-3 1:15,33.92599869,11.64400005,30.74600029,9.729999542,3.433000088,0,28.55450058
2016-7-3 1:30,35.60100174,11.05700016,32.16699982,8.845999718,3.433000088,0,28.55450058
2016-7-3 1:45,35.68500137,11.14099979,32.27399826,8.979999542,3.433000088,0,28.55450058
2016-7-3 2:00,36.85800171,11.22500038,32.67599869,8.791999817,3.433000088,1.236999989,28.55450058
2016-7-3 2:15,34.68000031,10.30300045,32.11299896,8.524000168,3.433000088,0,28.55450058
2016-7-3 2:30,36.35499954,11.14099979,33.18600082,9.034000397,3.433000088,0,28.55450058
2016-7-3 2:45,34.00999832,10.22000027,31.38999939,8.362999916,3.433000088,0,28.55450058
2016-7-3 3:00,35.18299866,10.47099972,32.06000137,8.524000168,3.433000088,0,28.55450058
2016-7-3 3:15,35.85300064,10.89000034,32.38100052,8.765000343,3.433000088,0,28.1154995
2016-7-3 3:30,32.8370018,9.298000336,29.32500076,7.31799984,3.433000088,0,28.1154995
2016-7-3 3:45,31.41300011,8.628000259,28.92300034,7.104000092,3.433000088,0,28.1154995
2016-7-3 4:00,32.16699982,8.87899971,28.70899963,6.915999889,3.433000088,0,28.1154995
2016-7-3 4:15,32.16699982,8.963000298,28.28000069,6.809000015,3.433000088,1.258000016,28.1154995
2016-7-3 4:30,32.58599854,9.717000008,29.00399971,7.800000191,3.433000088,0,28.1154995
2016-7-3 4:45,33.84199905,10.30300045,30.18300056,8.31000042,3.433000088,0,28.1154995
2016-7-3 5:00,34.00999832,10.13599968,30.45100021,8.282999992,3.433000088,0,28.1154995
2016-7-3 5:15,33.5909996,10.13599968,30.37100029,8.121999741,3.433000088,0,28.1154995
2016-7-3 5:30,34.00999832,10.30300045,30.18300056,8.095000267,3.433000088,1.332999945,28.1154995
2016-7-3 5:45,34.17699814,10.72200012,31.44300079,8.604999542,3.197999954,0,28.1154995
2016-7-3 6:00,34.17699814,10.22000027,32.30099869,8.899999619,1.98300004,0,27.89550018
2016-7-3 6:15,32.8370018,9.717000008,30.23699951,8.31000042,1.98300004,0,27.89550018
2016-7-3 6:30,31.49699974,8.963000298,28.62899971,7.237999916,1.98300004,0,27.67550087
2016-7-3 6:45,32.08300018,8.963000298,30.10300064,7.479000092,1.907999992,0,27.67550087
2016-7-3 7:00,32.75299835,8.963000298,29.59399986,7.077000141,3.155999899,0,27.67550087
2016-7-3 7:15,33.75799942,9.968000412,29.99600029,7.934999943,3.155999899,1.236999989,27.45599937
2016-7-3 7:30,31.32900047,8.628000259,28.70899963,7.077000141,3.155999899,0,27.45599937
2016-7-3 7:45,31.74799919,8.628000259,28.78899956,6.809000015,3.155999899,0,27.23649979
2016-7-3 8:00,32.41799927,8.87899971,29.40600014,7.130000114,3.155999899,0,27.23649979
2016-7-3 8:15,33.25600052,10.05200005,30.29000092,8.416999817,3.155999899,0,27.45599937
2016-7-3 8:30,34.68000031,11.14099979,31.38999939,9.194000244,3.155999899,0,27.67550087
2016-7-3 8:45,33.00500107,10.38700008,29.48600006,8.578000069,3.155999899,0,27.89550018
2016-7-3 9:00,29.56999969,10.72200012,27.34199905,9.569999695,3.155999899,0,28.1154995
2016-7-3 9:15,30.15600014,10.97399998,28.06599998,9.48900032,3.155999899,0,28.1154995
2016-7-3 9:30,33.25600052,11.89500046,30.45100021,10.10599995,3.155999899,0,28.55450058
2016-7-3 9:45,33.92599869,12.22999954,30.79999924,10.07900047,3.155999899,0,28.55450058
2016-7-3 10:00,34.51200104,12.06299973,30.98699951,9.998999596,3.155999899,0,28.77400017
2016-7-3 10:15,33.00500107,11.47599983,29.29899979,9.461999893,3.155999899,0,29.2140007
2016-7-3 10:30,34.34500122,12.39799976,30.66600037,10.34700012,3.155999899,0,29.43350029
2016-7-3 10:45,33.17200089,11.22500038,29.83499908,9.48900032,3.155999899,0,29.6534996
2016-7-3 11:00,33.5909996,11.3920002,29.96899986,9.328000069,3.155999899,0,29.6534996
2016-7-3 11:15,31.91600037,11.22500038,29.86199951,9.729999542,3.155999899,0,30.09250069
2016-7-3 11:30,35.34999847,12.81599998,31.95199966,10.85599995,3.155999899,0,30.53249931
2016-7-3 11:45,34.59600067,12.06299973,31.44300079,10.2130003,3.155999899,0,30.9715004
2016-7-3 12:00,35.51800156,12.81599998,32.03300095,10.72200012,3.155999899,0,31.41150093
2016-7-3 12:15,35.34999847,12.98400021,32.03300095,10.93700027,3.155999899,0,31.63100052
2016-7-3 12:30,35.18299866,12.81599998,32.11299896,10.85599995,3.155999899,0,31.63100052
2016-7-3 12:45,34.84700012,12.89999962,32.06000137,10.85599995,3.155999899,0,31.63100052
2016-7-3 13:00,35.68500137,13.15200043,33.13199997,11.0710001,3.155999899,0,31.41150093
2016-7-3 13:15,34.68000031,12.56499958,33.07799911,11.0710001,1.779999971,0,31.41150093
2016-7-3 13:30,35.43399811,13.06799984,33.05099869,11.28499985,1.779999971,0,31.41150093
2016-7-3 13:45,35.60100174,13.31900024,33.29299927,11.55300045,1.779999971,0,31.41150093
2016-7-3 14:00,33.84199905,12.48099995,30.61199951,10.40100002,3.01699996,0,31.41150093
2016-7-3 14:15,33.34000015,12.39799976,29.99600029,10.50800037,3.01699996,0,31.41150093
2016-7-3 14:30,35.76900101,13.31900024,32.27399826,11.25800037,3.01699996,0,31.41150093
2016-7-3 14:45,34.76399994,13.06799984,31.79199982,10.98999977,3.01699996,0,31.41150093
2016-7-3 15:00,32.66999817,12.31400013,29.86199951,10.29300022,3.01699996,0,31.41150093
2016-7-3 15:15,32.33399963,11.64400005,30.20999908,10.2670002,3.01699996,0,31.63100052
2016-7-3 15:30,34.17699814,12.31400013,32.16699982,10.82999992,3.01699996,0,32.07049942
2016-7-3 15:45,33.5909996,11.81099987,30.77300072,10.10599995,3.01699996,0,32.29000092
2016-7-3 16:00,34.09400177,12.31400013,31.06800079,10.29300022,3.01699996,0,32.50999832
2016-7-3 16:15,37.27700043,13.40299988,33.56100082,11.1239996,3.01699996,0,32.72949982
2016-7-3 16:30,35.34999847,12.31400013,31.89900017,10.3739996,3.01699996,0,32.72949982
2016-7-3 16:45,42.55400085,15.32999992,39.21699905,12.89400005,3.01699996,0,32.72949982
2016-7-3 17:00,40.45999908,14.32400036,36.88499832,11.84799957,3.01699996,0,32.72949982
2016-7-3 17:15,41.04600143,14.6590004,38.4659996,12.03600025,3.01699996,0,32.72949982
2016-7-3 17:30,40.20899963,14.07299995,37.50099945,11.98200035,3.01699996,0,32.94900131
2016-7-3 17:45,39.79000092,13.65400028,36.05400085,11.47299957,3.01699996,0,32.94900131
2016-7-3 18:00,40.29199982,13.65400028,37.04600143,11.5,3.01699996,0,32.94900131
2016-7-3 18:15,41.38100052,14.57600021,37.23300171,11.875,4.243000031,1.225999951,32.94900131
2016-7-3 18:30,40.20899963,13.90499973,35.73199844,11.31200027,4.243000031,1.289999962,32.94900131
2016-7-3 18:45,39.95700073,13.82199955,35.54399872,11.31200027,4.243000031,1.258000016,32.94900131
2016-7-3 19:00,35.60100174,11.3920002,32.72999954,9.354999542,2.516000032,0,32.94900131
2016-7-3 19:15,38.2820015,11.72799969,33.58800125,9.354999542,3.923000097,1.246999979,32.94900131
2016-7-3 19:30,37.77899933,11.97900009,33.80199814,9.649999619,3.923000097,0,32.50999832
2016-7-3 19:45,39.28699875,12.31400013,35.35699844,9.677000046,3.923000097,1.215000033,32.29000092
2016-7-3 20:00,37.36100006,11.64400005,34.09700012,9.48900032,3.923000097,0,31.85050011
2016-7-3 20:15,38.44900131,12.06299973,34.09700012,9.274999619,3.923000097,1.31099999,31.19149971
2016-7-3 20:30,41.7159996,13.73799992,37.47399902,11.0710001,3.923000097,1.322000027,30.75200081
2016-7-3 20:45,40.6269989,13.56999969,37.04600143,10.88300037,3.923000097,0,30.75200081
2016-7-3 21:00,38.2820015,12.7329998,35.0890007,10.5880003,3.923000097,0,30.75200081
2016-7-3 21:15,39.0359993,13.23499966,35.27600098,10.80300045,3.923000097,0,30.3125
2016-7-3 21:30,37.9469986,12.98400021,34.84700012,10.72200012,3.923000097,0,30.3125
2016-7-3 21:45,37.69599915,12.89999962,34.15100098,10.53499985,3.923000097,1.246999979,29.87299919
2016-7-3 22:00,38.19800186,13.06799984,34.36500168,10.56099987,3.923000097,1.246999979,29.87299919
2016-7-3 22:15,38.61700058,13.40299988,35.27600098,11.15100002,3.923000097,0,29.87299919
